category,descrip,name,topics,type,views,views_norm
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 40F,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,120.0,0.00607748797163839
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 208,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,120.0,0.00607748797163839
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 440,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,120.0,0.00607748797163839
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 562,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'cafr']",Filtered View,120.0,0.00607748797163839
Purchasing,Financial Data for the Checkbook Explorer. Data since Fiscal Year 2012.,Fund 186,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,120.0,0.00607748797163839
Budget,"City Budget, Adjustments and Expenditures since Budget Fiscal Year 2012. Financial data is shown by Budget Fiscal Year.",2015 General Fund Expenditures,"['expenditures', 'account', 'appropriation', 'expenditure', 'budget']",Filtered View,120.0,0.00607748797163839
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund X99,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,120.0,0.00607748797163839
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 50T,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,119.0,0.006026842238541403
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 52G,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,119.0,0.006026842238541403
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 54N,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,119.0,0.006026842238541403
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 57C,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,119.0,0.006026842238541403
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 553,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,119.0,0.006026842238541403
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 55G,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,119.0,0.006026842238541403
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 553,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,119.0,0.006026842238541403
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 55G,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,119.0,0.006026842238541403
,,Population by Income Bracket by Gender for Council Districts,"['population', 'employment', 'education', 'housing', 'gender']",Chart,119.0,0.006026842238541403
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 49N,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,119.0,0.006026842238541403
Purchasing,Financial Data for the Checkbook Explorer. Data since Fiscal Year 2012.,Fund 16M,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,119.0,0.006026842238541403
Revenue,Budget versus Collected Revenue since Fiscal Year 2012.,Rev Source Class - Utility Users Tax,"['revenues', 'general fund', 'revenue']",Filtered View,118.0,0.005976196505444416
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 49R,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,118.0,0.005976196505444416
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 299,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,118.0,0.005976196505444416
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 70Q,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,118.0,0.005976196505444416
,,Median Household Income by Council Districts,"['population', 'employment', 'education', 'housing', 'gender']",Chart,118.0,0.005976196505444416
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 49W,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,117.0,0.00592555077234743
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 26A,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,117.0,0.00592555077234743
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 659,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,117.0,0.00592555077234743
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 859,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,117.0,0.00592555077234743
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 54M,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,116.0,0.005874905039250443
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 70W,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,116.0,0.005874905039250443
Audits and Reports,,Structure Fires 2006-2015,[],Chart,116.0,0.005874905039250443
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 26K,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,116.0,0.005874905039250443
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 337,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,116.0,0.005874905039250443
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 424,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,116.0,0.005874905039250443
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 48L,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,116.0,0.005874905039250443
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 424,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,116.0,0.005874905039250443
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 56Y,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,116.0,0.005874905039250443
,,Population by Age Group for Council Districts,"['population', 'employment', 'education', 'housing', 'gender']",Chart,115.0,0.005824259306153457
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 920,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,115.0,0.005824259306153457
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 55E,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,115.0,0.005824259306153457
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 159,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,115.0,0.005824259306153457
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 41a,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,115.0,0.005824259306153457
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 49L,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,115.0,0.005824259306153457
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 70X,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,115.0,0.005824259306153457
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 920,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,115.0,0.005824259306153457
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 57R,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,115.0,0.005824259306153457
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 55M,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,114.0,0.00577361357305647
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 49D,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,114.0,0.00577361357305647
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 56T,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,114.0,0.00577361357305647
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Form 73R,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,114.0,0.00577361357305647
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 596,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,114.0,0.00577361357305647
Purchasing,Financial Data for the Checkbook Explorer. Data since Fiscal Year 2012.,Airport Spending by Month,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Chart,114.0,0.00577361357305647
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 800,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,114.0,0.00577361357305647
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 737,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,114.0,0.00577361357305647
Budget,"City Budget, Adjustments and Expenditures since Budget Fiscal Year 2012. Financial data is shown by Budget Fiscal Year.",Expenditures Related to Street Cleaning FY 2016,"['expenditures', 'account', 'appropriation', 'expenditure', 'budget']",Filtered View,113.0,0.005722967839959484
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 892,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,113.0,0.005722967839959484
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 305,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,113.0,0.005722967839959484
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 587,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,113.0,0.005722967839959484
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 385,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,113.0,0.005722967839959484
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 550,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,113.0,0.005722967839959484
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 304,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,113.0,0.005722967839959484
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 569,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,113.0,0.005722967839959484
Audits and Reports,,Recycled Water Use in Acre Feet 2012-2015,[],Chart,113.0,0.005722967839959484
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 899,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,113.0,0.005722967839959484
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 70W,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,113.0,0.005722967839959484
Purchasing,Financial Data for the Checkbook Explorer since Fiscal Year 2012.,What We Buy- Hand Sanitizer,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,113.0,0.005722967839959484
Purchasing,Financial Data for the Checkbook Explorer since Fiscal Year 2012.,What We Buy- Police Dept. Dog Food,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,113.0,0.005722967839959484
Purchasing,Financial Data for the Checkbook Explorer. Data since Fiscal Year 2012.,$1 Transactions in FY 2016,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,113.0,0.005722967839959484
Budget,"City Budget, Adjustments and Expenditures since Budget Fiscal Year 2012. Financial data is shown by Budget Fiscal Year.",Expenditures Related to Street Cleaning FY 2016,"['expenditures', 'account', 'appropriation', 'expenditure', 'budget']",Filtered View,113.0,0.005722967839959484
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 892,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,113.0,0.005722967839959484
,,DWP IEA Metrics,[],Dataset,112.0,0.005672322106862497
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 683,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,112.0,0.005672322106862497
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 723,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,112.0,0.005672322106862497
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 53W,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,112.0,0.005672322106862497
